emp_no,birth_date,first_name,last_name,gender,hire_date,salary
10542,1955-01-05,Yannis,Couchot,F,1989-03-28,51648
10542,1955-01-05,Yannis,Couchot,F,1989-03-28,53619
10542,1955-01-05,Yannis,Couchot,F,1989-03-28,55015
10542,1955-01-05,Yannis,Couchot,F,1989-03-28,56358
10544,1962-02-01,Ishfaq,Krzyzanowski,F,1995-04-29,50060
10544,1962-02-01,Ishfaq,Krzyzanowski,F,1995-04-29,52534
10544,1962-02-01,Ishfaq,Krzyzanowski,F,1995-04-29,53073
10544,1962-02-01,Ishfaq,Krzyzanowski,F,1995-04-29,53335
10544,1962-02-01,Ishfaq,Krzyzanowski,F,1995-04-29,56849
10545,1963-01-12,Hauke,dAstous,M,1990-06-30,57752
10545,1963-01-12,Hauke,dAstous,M,1990-06-30,57485
10545,1963-01-12,Hauke,dAstous,M,1990-06-30,58885
10546,1957-12-20,Nechama,Schapiro,M,1987-09-06,52247
10546,1957-12-20,Nechama,Schapiro,M,1987-09-06,52711
10546,1957-12-20,Nechama,Schapiro,M,1987-09-06,54604
10546,1957-12-20,Nechama,Schapiro,M,1987-09-06,57143
10550,1959-08-03,Manton,Leuchs,M,1985-02-03,53768
10550,1959-08-03,Manton,Leuchs,M,1985-02-03,56828
10551,1963-10-07,Jeong,Rijsenbrij,M,1988-08-06,53473
10551,1963-10-07,Jeong,Rijsenbrij,M,1988-08-06,54306
10551,1963-10-07,Jeong,Rijsenbrij,M,1988-08-06,57306
10551,1963-10-07,Jeong,Rijsenbrij,M,1988-08-06,58355
10554,1958-08-01,Dines,Gerlach,M,1990-11-28,54763
10554,1958-08-01,Dines,Gerlach,M,1990-11-28,56488
10554,1958-08-01,Dines,Gerlach,M,1990-11-28,57817
10554,1958-08-01,Dines,Gerlach,M,1990-11-28,58695
10557,1957-08-23,Sashi,Karlin,M,1986-03-31,51795
10557,1957-08-23,Sashi,Karlin,M,1986-03-31,54544
10557,1957-08-23,Sashi,Karlin,M,1986-03-31,55063
10557,1957-08-23,Sashi,Karlin,M,1986-03-31,58098
10561,1958-09-07,Serge,Joslin,F,1990-12-15,57319
10562,1963-04-17,Shuky,Pearson,M,1996-07-06,59596
10563,1956-10-27,Mohit,Spelt,M,1992-09-29,50025
10563,1956-10-27,Mohit,Spelt,M,1992-09-29,52430
10563,1956-10-27,Mohit,Spelt,M,1992-09-29,54593
10563,1956-10-27,Mohit,Spelt,M,1992-09-29,54946
10564,1955-04-14,Jianhao,Thisen,M,1986-05-08,51760
10564,1955-04-14,Jianhao,Thisen,M,1986-05-08,51858
10564,1955-04-14,Jianhao,Thisen,M,1986-05-08,56005
10564,1955-04-14,Jianhao,Thisen,M,1986-05-08,59667
10565,1961-11-05,Yishay,Harnett,M,1992-01-09,52961
10566,1958-01-30,Jianhui,Zuberek,F,1988-03-19,50415
10566,1958-01-30,Jianhui,Zuberek,F,1988-03-19,53259
10566,1958-01-30,Jianhui,Zuberek,F,1988-03-19,55412
10566,1958-01-30,Jianhui,Zuberek,F,1988-03-19,56793
10567,1957-05-21,Dietrich,Journel,M,1992-10-18,51023
10567,1957-05-21,Dietrich,Journel,M,1992-10-18,54768
10567,1957-05-21,Dietrich,Journel,M,1992-10-18,57583
10567,1957-05-21,Dietrich,Journel,M,1992-10-18,58934
10569,1962-12-03,Sreenivas,Bashian,M,1987-03-13,54732
10569,1962-12-03,Sreenivas,Bashian,M,1987-03-13,58081
10571,1963-12-10,Fun,Varman,M,1985-02-24,53378
10571,1963-12-10,Fun,Varman,M,1985-02-24,56809
10571,1963-12-10,Fun,Varman,M,1985-02-24,57465
10572,1960-10-10,Cordelia,Axelband,M,1988-02-16,51820
10572,1960-10-10,Cordelia,Axelband,M,1988-02-16,51457
10572,1960-10-10,Cordelia,Axelband,M,1988-02-16,54683
10572,1960-10-10,Cordelia,Axelband,M,1988-02-16,58969
10575,1954-06-29,Theirry,Yeung,M,1988-10-04,52677
10575,1954-06-29,Theirry,Yeung,M,1988-10-04,53715
10575,1954-06-29,Theirry,Yeung,M,1988-10-04,53937
10575,1954-06-29,Theirry,Yeung,M,1988-10-04,55134
10575,1954-06-29,Theirry,Yeung,M,1988-10-04,58973
10577,1957-09-20,Ennio,Schmiedel,M,1990-08-18,50062
10577,1957-09-20,Ennio,Schmiedel,M,1990-08-18,52968
10577,1957-09-20,Ennio,Schmiedel,M,1990-08-18,55457
10577,1957-09-20,Ennio,Schmiedel,M,1990-08-18,57063
10577,1957-09-20,Ennio,Schmiedel,M,1990-08-18,57472
10577,1957-09-20,Ennio,Schmiedel,M,1990-08-18,59223
10578,1958-07-18,Shigeaki,Shanbhogue,F,1989-11-24,51062
10578,1958-07-18,Shigeaki,Shanbhogue,F,1989-11-24,52809
10578,1958-07-18,Shigeaki,Shanbhogue,F,1989-11-24,52519
10578,1958-07-18,Shigeaki,Shanbhogue,F,1989-11-24,55222
10578,1958-07-18,Shigeaki,Shanbhogue,F,1989-11-24,57480
10578,1958-07-18,Shigeaki,Shanbhogue,F,1989-11-24,58192
10580,1956-05-28,Christoper,Rehfuss,M,1987-09-11,50649
10580,1956-05-28,Christoper,Rehfuss,M,1987-09-11,50508
10580,1956-05-28,Christoper,Rehfuss,M,1987-09-11,52853
10580,1956-05-28,Christoper,Rehfuss,M,1987-09-11,52628
10580,1956-05-28,Christoper,Rehfuss,M,1987-09-11,54698
10580,1956-05-28,Christoper,Rehfuss,M,1987-09-11,54270
10581,1956-11-20,Odinaldo,Prochazka,F,1988-02-09,53873
10581,1956-11-20,Odinaldo,Prochazka,F,1988-02-09,54224
10581,1956-11-20,Odinaldo,Prochazka,F,1988-02-09,54119
10581,1956-11-20,Odinaldo,Prochazka,F,1988-02-09,58296
10581,1956-11-20,Odinaldo,Prochazka,F,1988-02-09,58978
10585,1963-11-10,Sajjad,Willoner,F,1986-01-05,58389
10585,1963-11-10,Sajjad,Willoner,F,1986-01-05,59155
10586,1954-06-23,Kirk,Vuskovic,M,1992-02-04,50525
10586,1954-06-23,Kirk,Vuskovic,M,1992-02-04,51931
10586,1954-06-23,Kirk,Vuskovic,M,1992-02-04,52444
10586,1954-06-23,Kirk,Vuskovic,M,1992-02-04,53928
10586,1954-06-23,Kirk,Vuskovic,M,1992-02-04,56037
10586,1954-06-23,Kirk,Vuskovic,M,1992-02-04,59517
10586,1954-06-23,Kirk,Vuskovic,M,1992-02-04,59809
10588,1956-07-30,Shigeo,Dulay,F,1987-01-28,52073
10588,1956-07-30,Shigeo,Dulay,F,1987-01-28,53601
10588,1956-07-30,Shigeo,Dulay,F,1987-01-28,54487
10588,1956-07-30,Shigeo,Dulay,F,1987-01-28,57577
10588,1956-07-30,Shigeo,Dulay,F,1987-01-28,58392
10589,1958-09-25,Subbu,Sanella,M,1994-01-26,57215
10589,1958-09-25,Subbu,Sanella,M,1994-01-26,59191
10590,1963-10-01,Yongqiao,Kalloufi,M,1986-04-09,51930
10590,1963-10-01,Yongqiao,Kalloufi,M,1986-04-09,55706
10590,1963-10-01,Yongqiao,Kalloufi,M,1986-04-09,58035
10590,1963-10-01,Yongqiao,Kalloufi,M,1986-04-09,58535
10590,1963-10-01,Yongqiao,Kalloufi,M,1986-04-09,58651
10591,1952-12-22,Hidde,Hettesheimer,F,1987-06-18,55131
10591,1952-12-22,Hidde,Hettesheimer,F,1987-06-18,57853
10592,1964-08-01,Almudena,Alvarado,M,1990-06-05,55997
10594,1960-10-22,Kiyokazu,Whitcomb,M,1988-04-02,53175
10594,1960-10-22,Kiyokazu,Whitcomb,M,1988-04-02,54961
10594,1960-10-22,Kiyokazu,Whitcomb,M,1988-04-02,55839
10594,1960-10-22,Kiyokazu,Whitcomb,M,1988-04-02,56337
10595,1964-12-10,Giri,Undy,M,1989-11-24,52828
10595,1964-12-10,Giri,Undy,M,1989-11-24,53787
10595,1964-12-10,Giri,Undy,M,1989-11-24,57000
10596,1954-01-24,Sanjit,Coors,M,1995-04-01,58689
10599,1956-10-15,Seshu,Crelier,F,1989-03-17,51952
10599,1956-10-15,Seshu,Crelier,F,1989-03-17,53514
10599,1956-10-15,Seshu,Crelier,F,1989-03-17,53263
10599,1956-10-15,Seshu,Crelier,F,1989-03-17,57732
10600,1963-08-17,Emran,Rettelbach,F,1985-12-22,53535
10600,1963-08-17,Emran,Rettelbach,F,1985-12-22,57907
10602,1959-11-27,Douadi,Wossner,M,1988-03-12,55058
10602,1959-11-27,Douadi,Wossner,M,1988-03-12,56802
10604,1957-04-24,Susanna,Brizzi,M,1990-04-07,50849
10604,1957-04-24,Susanna,Brizzi,M,1990-04-07,53262
10604,1957-04-24,Susanna,Brizzi,M,1990-04-07,57054
10604,1957-04-24,Susanna,Brizzi,M,1990-04-07,59387
10606,1964-03-04,Toshiki,Marakhovsky,M,1987-05-02,50749
10606,1964-03-04,Toshiki,Marakhovsky,M,1987-05-02,51568
10606,1964-03-04,Toshiki,Marakhovsky,M,1987-05-02,54768
10606,1964-03-04,Toshiki,Marakhovsky,M,1987-05-02,54950
10606,1964-03-04,Toshiki,Marakhovsky,M,1987-05-02,57654
10607,1964-11-30,Rosalyn,Hambrick,F,1990-06-18,55024
10607,1964-11-30,Rosalyn,Hambrick,F,1990-06-18,55725
10607,1964-11-30,Rosalyn,Hambrick,F,1990-06-18,58520
10607,1964-11-30,Rosalyn,Hambrick,F,1990-06-18,58289
10607,1964-11-30,Rosalyn,Hambrick,F,1990-06-18,59154
10610,1955-06-24,Irena,Roccetti,F,1996-04-11,51241
10610,1955-06-24,Irena,Roccetti,F,1996-04-11,54260
10610,1955-06-24,Irena,Roccetti,F,1996-04-11,56522
10610,1955-06-24,Irena,Roccetti,F,1996-04-11,57241
10610,1955-06-24,Irena,Roccetti,F,1996-04-11,59405
10611,1964-05-11,Karsten,Blokdijk,M,1989-09-16,52729
10611,1964-05-11,Karsten,Blokdijk,M,1989-09-16,52602
10611,1964-05-11,Karsten,Blokdijk,M,1989-09-16,54464
10611,1964-05-11,Karsten,Blokdijk,M,1989-09-16,54314
10611,1964-05-11,Karsten,Blokdijk,M,1989-09-16,58497
10612,1959-01-01,Gil,Peroz,M,1991-09-02,51006
10612,1959-01-01,Gil,Peroz,M,1991-09-02,54894
10612,1959-01-01,Gil,Peroz,M,1991-09-02,55094
10614,1953-07-11,Gila,Ozeri,F,1990-03-03,52118
10614,1953-07-11,Gila,Ozeri,F,1990-03-03,52952
10614,1953-07-11,Gila,Ozeri,F,1990-03-03,54138
10614,1953-07-11,Gila,Ozeri,F,1990-03-03,56391
10614,1953-07-11,Gila,Ozeri,F,1990-03-03,59899
10615,1955-08-30,Keung,Delgrande,M,1996-03-10,50995
10615,1955-08-30,Keung,Delgrande,M,1996-03-10,50850
10615,1955-08-30,Keung,Delgrande,M,1996-03-10,54854
10615,1955-08-30,Keung,Delgrande,M,1996-03-10,56826
10618,1963-08-03,Ranga,Yeung,F,1988-11-27,50390
10618,1963-08-03,Ranga,Yeung,F,1988-11-27,51114
10618,1963-08-03,Ranga,Yeung,F,1988-11-27,53633
10618,1963-08-03,Ranga,Yeung,F,1988-11-27,55033
10620,1959-11-23,Marit,Veeraraghavan,M,1990-11-10,50427
10620,1959-11-23,Marit,Veeraraghavan,M,1990-11-10,52313
10620,1959-11-23,Marit,Veeraraghavan,M,1990-11-10,55908
10620,1959-11-23,Marit,Veeraraghavan,M,1990-11-10,59618
10622,1959-09-15,Turgut,Narlikar,M,1989-01-28,51997
10622,1959-09-15,Turgut,Narlikar,M,1989-01-28,52210
10622,1959-09-15,Turgut,Narlikar,M,1989-01-28,51751
10622,1959-09-15,Turgut,Narlikar,M,1989-01-28,55630
10622,1959-09-15,Turgut,Narlikar,M,1989-01-28,58933
10624,1955-12-19,Sham,Gyorkos,F,1990-05-07,51343
10624,1955-12-19,Sham,Gyorkos,F,1990-05-07,51988
10624,1955-12-19,Sham,Gyorkos,F,1990-05-07,53657
10624,1955-12-19,Sham,Gyorkos,F,1990-05-07,54230
10624,1955-12-19,Sham,Gyorkos,F,1990-05-07,57528
10624,1955-12-19,Sham,Gyorkos,F,1990-05-07,57523
10624,1955-12-19,Sham,Gyorkos,F,1990-05-07,59727
10625,1958-02-08,Leszek,Petereit,F,1985-10-31,59732
10627,1962-10-06,Shigeu,Itzfeldt,M,1991-11-07,50895
10627,1962-10-06,Shigeu,Itzfeldt,M,1991-11-07,54507
10627,1962-10-06,Shigeu,Itzfeldt,M,1991-11-07,54415
10627,1962-10-06,Shigeu,Itzfeldt,M,1991-11-07,54459
10627,1962-10-06,Shigeu,Itzfeldt,M,1991-11-07,55124
10628,1954-04-18,Krisda,Krogh,M,1985-09-11,50758
10628,1954-04-18,Krisda,Krogh,M,1985-09-11,54404
10628,1954-04-18,Krisda,Krogh,M,1985-09-11,58559
10630,1954-08-10,Bezalel,Katzenelson,F,1993-06-26,52124
10631,1955-05-17,Inderjeet,Chaudhuri,M,1988-02-16,50169
10631,1955-05-17,Inderjeet,Chaudhuri,M,1988-02-16,52180
10631,1955-05-17,Inderjeet,Chaudhuri,M,1988-02-16,56318
10631,1955-05-17,Inderjeet,Chaudhuri,M,1988-02-16,56108
10631,1955-05-17,Inderjeet,Chaudhuri,M,1988-02-16,58267
10634,1954-08-01,Nahid,Chepyzhov,M,1990-11-11,52577
10634,1954-08-01,Nahid,Chepyzhov,M,1990-11-11,54146
10634,1954-08-01,Nahid,Chepyzhov,M,1990-11-11,58280
10634,1954-08-01,Nahid,Chepyzhov,M,1990-11-11,58541
10634,1954-08-01,Nahid,Chepyzhov,M,1990-11-11,58074
10634,1954-08-01,Nahid,Chepyzhov,M,1990-11-11,57584
10635,1960-10-29,Toney,Angiulli,F,1991-09-22,50934
10635,1960-10-29,Toney,Angiulli,F,1991-09-22,52412
10635,1960-10-29,Toney,Angiulli,F,1991-09-22,52090
10638,1960-11-04,Jenwei,Borovoy,M,1991-05-19,50819
10638,1960-11-04,Jenwei,Borovoy,M,1991-05-19,53912
10638,1960-11-04,Jenwei,Borovoy,M,1991-05-19,55407
10638,1960-11-04,Jenwei,Borovoy,M,1991-05-19,56139
10638,1960-11-04,Jenwei,Borovoy,M,1991-05-19,57291
10639,1953-04-18,Pramod,Erol,M,1992-10-25,50315
10639,1953-04-18,Pramod,Erol,M,1992-10-25,52776
10639,1953-04-18,Pramod,Erol,M,1992-10-25,52915
10639,1953-04-18,Pramod,Erol,M,1992-10-25,56646
10639,1953-04-18,Pramod,Erol,M,1992-10-25,57298
10639,1953-04-18,Pramod,Erol,M,1992-10-25,57414
10641,1953-12-24,Guozhong,Zucker,M,1993-03-21,52106
10641,1953-12-24,Guozhong,Zucker,M,1993-03-21,53453
10641,1953-12-24,Guozhong,Zucker,M,1993-03-21,56483
10643,1957-07-25,Slavian,Keirsey,M,1987-11-11,54137
10643,1957-07-25,Slavian,Keirsey,M,1987-11-11,57485
10645,1957-03-01,Fumiyo,Esposito,M,1988-03-01,50171
10645,1957-03-01,Fumiyo,Esposito,M,1988-03-01,54512
10645,1957-03-01,Fumiyo,Esposito,M,1988-03-01,58331
10645,1957-03-01,Fumiyo,Esposito,M,1988-03-01,59977
10646,1957-11-24,Uri,Chorvat,M,1988-08-07,51562
10646,1957-11-24,Uri,Chorvat,M,1988-08-07,52620
10646,1957-11-24,Uri,Chorvat,M,1988-08-07,52645
10646,1957-11-24,Uri,Chorvat,M,1988-08-07,52197
10646,1957-11-24,Uri,Chorvat,M,1988-08-07,53937
10646,1957-11-24,Uri,Chorvat,M,1988-08-07,56742
10647,1960-01-12,Tesuro,Bahk,M,1995-09-28,51137
10647,1960-01-12,Tesuro,Bahk,M,1995-09-28,53424
10648,1962-01-19,Marlo,Ratnaker,F,1988-02-16,51992
10648,1962-01-19,Marlo,Ratnaker,F,1988-02-16,53367
10648,1962-01-19,Marlo,Ratnaker,F,1988-02-16,54666
10648,1962-01-19,Marlo,Ratnaker,F,1988-02-16,59071
10650,1959-04-09,Hongzhu,Chepyzhov,M,1992-10-04,51993
10650,1959-04-09,Hongzhu,Chepyzhov,M,1992-10-04,55903
10651,1958-12-31,Zijian,Maginnis,M,1985-08-07,52021
10651,1958-12-31,Zijian,Maginnis,M,1985-08-07,52552
10652,1960-04-25,Danai,Chachaty,M,1990-02-12,53160
10652,1960-04-25,Danai,Chachaty,M,1990-02-12,52984
10653,1953-06-16,Otmar,Feinberg,M,1987-04-30,51843
10653,1953-06-16,Otmar,Feinberg,M,1987-04-30,53406
10653,1953-06-16,Otmar,Feinberg,M,1987-04-30,56278
10654,1960-03-17,Nahla,Castellani,F,1987-05-28,53017
10654,1960-03-17,Nahla,Castellani,F,1987-05-28,55821
10654,1960-03-17,Nahla,Castellani,F,1987-05-28,56019
10654,1960-03-17,Nahla,Castellani,F,1987-05-28,57326
10654,1960-03-17,Nahla,Castellani,F,1987-05-28,59587
10656,1962-06-18,Sanjay,Litzkow,M,1988-06-21,51223
10656,1962-06-18,Sanjay,Litzkow,M,1988-06-21,54370
10656,1962-06-18,Sanjay,Litzkow,M,1988-06-21,55097
10656,1962-06-18,Sanjay,Litzkow,M,1988-06-21,59289
10657,1958-03-09,Juichirou,Kitsuregawa,M,1989-12-31,52462
10657,1958-03-09,Juichirou,Kitsuregawa,M,1989-12-31,54712
10657,1958-03-09,Juichirou,Kitsuregawa,M,1989-12-31,58268
10661,1956-04-07,Ottavia,Giarratana,F,1988-01-12,50474
10661,1956-04-07,Ottavia,Giarratana,F,1988-01-12,53621
10661,1956-04-07,Ottavia,Giarratana,F,1988-01-12,54527
10661,1956-04-07,Ottavia,Giarratana,F,1988-01-12,55376
10661,1956-04-07,Ottavia,Giarratana,F,1988-01-12,56879
10661,1956-04-07,Ottavia,Giarratana,F,1988-01-12,59843
10663,1965-01-09,Teunis,Noriega,M,1993-01-23,50991
10663,1965-01-09,Teunis,Noriega,M,1993-01-23,54793
10663,1965-01-09,Teunis,Noriega,M,1993-01-23,59145
10664,1962-06-02,Xumin,Peck,M,1989-12-24,52072
10664,1962-06-02,Xumin,Peck,M,1989-12-24,56495
10664,1962-06-02,Xumin,Peck,M,1989-12-24,57126
10665,1964-07-28,Qingxiang,Snyers,M,1988-01-23,53012
10665,1964-07-28,Qingxiang,Snyers,M,1988-01-23,54738
10665,1964-07-28,Qingxiang,Snyers,M,1988-01-23,55422
10665,1964-07-28,Qingxiang,Snyers,M,1988-01-23,59549
10669,1956-05-30,Yurij,Iisaka,F,1995-06-09,50044
10676,1953-08-26,Valeri,Danley,F,1986-03-20,58226
10677,1963-02-20,Alejandra,Perng,F,1996-10-07,56994
10677,1963-02-20,Alejandra,Perng,F,1996-10-07,59439
10677,1963-02-20,Alejandra,Perng,F,1996-10-07,59003
10679,1956-09-25,Neven,Brender,M,1990-05-13,52351
10679,1956-09-25,Neven,Brender,M,1990-05-13,54255
10679,1956-09-25,Neven,Brender,M,1990-05-13,56470
10679,1956-09-25,Neven,Brender,M,1990-05-13,59511
10682,1956-07-04,Bedir,Haumacher,M,1990-11-09,51008
10682,1956-07-04,Bedir,Haumacher,M,1990-11-09,51726
10682,1956-07-04,Bedir,Haumacher,M,1990-11-09,51725
10682,1956-07-04,Bedir,Haumacher,M,1990-11-09,51832
10682,1956-07-04,Bedir,Haumacher,M,1990-11-09,55086
10682,1956-07-04,Bedir,Haumacher,M,1990-11-09,57223
10682,1956-07-04,Bedir,Haumacher,M,1990-11-09,59907
10683,1952-06-18,Guiseppe,Stranks,F,1993-09-07,50093
10683,1952-06-18,Guiseppe,Stranks,F,1993-09-07,50697
10683,1952-06-18,Guiseppe,Stranks,F,1993-09-07,53616
10686,1963-05-25,Avishai,Azadmanesh,F,1987-05-17,50869
10686,1963-05-25,Avishai,Azadmanesh,F,1987-05-17,52406
10686,1963-05-25,Avishai,Azadmanesh,F,1987-05-17,54754
10686,1963-05-25,Avishai,Azadmanesh,F,1987-05-17,58694
10687,1961-07-25,Leon,Kaiser,F,1990-03-13,52674
10687,1961-07-25,Leon,Kaiser,F,1990-03-13,56191
10687,1961-07-25,Leon,Kaiser,F,1990-03-13,58121
10689,1958-09-13,Satoru,Otillio,M,1988-08-05,50403
10689,1958-09-13,Satoru,Otillio,M,1988-08-05,53582
10689,1958-09-13,Satoru,Otillio,M,1988-08-05,53144
10689,1958-09-13,Satoru,Otillio,M,1988-08-05,52813
10689,1958-09-13,Satoru,Otillio,M,1988-08-05,52952
10689,1958-09-13,Satoru,Otillio,M,1988-08-05,56626
10689,1958-09-13,Satoru,Otillio,M,1988-08-05,56161
10691,1957-11-18,Denny,Setia,M,1989-09-17,50169
10691,1957-11-18,Denny,Setia,M,1989-09-17,51405
10691,1957-11-18,Denny,Setia,M,1989-09-17,50942
10691,1957-11-18,Denny,Setia,M,1989-09-17,52119
10691,1957-11-18,Denny,Setia,M,1989-09-17,52104
10691,1957-11-18,Denny,Setia,M,1989-09-17,55662
10691,1957-11-18,Denny,Setia,M,1989-09-17,59249
10693,1953-12-14,Berhard,Daescu,F,1986-01-08,50027
10693,1953-12-14,Berhard,Daescu,F,1986-01-08,50324
10693,1953-12-14,Berhard,Daescu,F,1986-01-08,52560
10693,1953-12-14,Berhard,Daescu,F,1986-01-08,55203
10693,1953-12-14,Berhard,Daescu,F,1986-01-08,56015
10693,1953-12-14,Berhard,Daescu,F,1986-01-08,58242
10693,1953-12-14,Berhard,Daescu,F,1986-01-08,58359
10693,1953-12-14,Berhard,Daescu,F,1986-01-08,57922
10694,1955-12-16,Rildo,Straney,M,1988-01-26,53020
10694,1955-12-16,Rildo,Straney,M,1988-01-26,53961
10694,1955-12-16,Rildo,Straney,M,1988-01-26,54460
10694,1955-12-16,Rildo,Straney,M,1988-01-26,57413
10694,1955-12-16,Rildo,Straney,M,1988-01-26,59629
10698,1959-09-13,Barton,Engberts,M,1994-12-08,52191
10698,1959-09-13,Barton,Engberts,M,1994-12-08,54571
10698,1959-09-13,Barton,Engberts,M,1994-12-08,55857
10698,1959-09-13,Barton,Engberts,M,1994-12-08,59249
10699,1964-02-02,Hatim,Deverell,M,1985-11-17,51541
10699,1964-02-02,Hatim,Deverell,M,1985-11-17,51898
10699,1964-02-02,Hatim,Deverell,M,1985-11-17,52390
10699,1964-02-02,Hatim,Deverell,M,1985-11-17,54307
10699,1964-02-02,Hatim,Deverell,M,1985-11-17,58467
10702,1952-11-25,Bader,Szemeredi,M,1985-07-23,50792
10702,1952-11-25,Bader,Szemeredi,M,1985-07-23,52405
10702,1952-11-25,Bader,Szemeredi,M,1985-07-23,52980
10702,1952-11-25,Bader,Szemeredi,M,1985-07-23,56572
10703,1958-06-13,Giri,Baumann,F,1996-05-12,56724
10703,1958-06-13,Giri,Baumann,F,1996-05-12,58683
10704,1960-04-08,Yolla,Kropatsch,M,1988-07-08,51565
10704,1960-04-08,Yolla,Kropatsch,M,1988-07-08,51138
10704,1960-04-08,Yolla,Kropatsch,M,1988-07-08,53790
10704,1960-04-08,Yolla,Kropatsch,M,1988-07-08,53401
10704,1960-04-08,Yolla,Kropatsch,M,1988-07-08,57419
10706,1959-10-11,Gonzalo,Eldridge,M,1989-12-17,56139
10706,1959-10-11,Gonzalo,Eldridge,M,1989-12-17,56413
10706,1959-10-11,Gonzalo,Eldridge,M,1989-12-17,59478
10707,1957-06-04,Moty,Trystram,M,1990-12-24,53270
10707,1957-06-04,Moty,Trystram,M,1990-12-24,53255
10707,1957-06-04,Moty,Trystram,M,1990-12-24,56026
10707,1957-06-04,Moty,Trystram,M,1990-12-24,58737
10709,1961-01-06,Jiafu,Mateescu,F,1986-02-02,53702
10709,1961-01-06,Jiafu,Mateescu,F,1986-02-02,55921
10709,1961-01-06,Jiafu,Mateescu,F,1986-02-02,56523
10709,1961-01-06,Jiafu,Mateescu,F,1986-02-02,56140
10711,1963-06-20,Arvind,DuBourdieux,F,1991-06-21,51676
10711,1963-06-20,Arvind,DuBourdieux,F,1991-06-21,51429
10711,1963-06-20,Arvind,DuBourdieux,F,1991-06-21,55692
10711,1963-06-20,Arvind,DuBourdieux,F,1991-06-21,59405
10711,1963-06-20,Arvind,DuBourdieux,F,1991-06-21,59036
10712,1952-04-12,Uma,Koprowski,F,1994-08-18,52262
10712,1952-04-12,Uma,Koprowski,F,1994-08-18,55313
10712,1952-04-12,Uma,Koprowski,F,1994-08-18,57891
10712,1952-04-12,Uma,Koprowski,F,1994-08-18,57415
10714,1960-09-28,Aran,Sadowsky,M,1997-03-11,52536
10716,1963-10-08,Aiman,Constantine,M,1985-08-20,51565
10716,1963-10-08,Aiman,Constantine,M,1985-08-20,53497
10716,1963-10-08,Aiman,Constantine,M,1985-08-20,57966
10717,1956-01-27,Serap,Tasistro,M,1987-06-27,57525
10717,1956-01-27,Serap,Tasistro,M,1987-06-27,57723
10720,1956-06-17,Odinaldo,Kruskal,M,1985-08-01,54376
10720,1956-06-17,Odinaldo,Kruskal,M,1985-08-01,54626
10720,1956-06-17,Odinaldo,Kruskal,M,1985-08-01,56924
10720,1956-06-17,Odinaldo,Kruskal,M,1985-08-01,59008
10723,1964-01-14,Eckart,Harnett,F,1993-05-26,50808
10724,1957-10-06,Aluzio,Narlikar,M,1991-11-04,50032
10724,1957-10-06,Aluzio,Narlikar,M,1991-11-04,53690
10724,1957-10-06,Aluzio,Narlikar,M,1991-11-04,57901
10726,1954-01-11,Zita,Minakawa,F,1985-09-01,50531
10726,1954-01-11,Zita,Minakawa,F,1985-09-01,51337
10726,1954-01-11,Zita,Minakawa,F,1985-09-01,51037
10726,1954-01-11,Zita,Minakawa,F,1985-09-01,52957
10726,1954-01-11,Zita,Minakawa,F,1985-09-01,55746
10726,1954-01-11,Zita,Minakawa,F,1985-09-01,58243
10727,1959-06-16,Saeed,Kitai,F,1991-01-08,58253
10728,1958-11-17,Ugo,Maliniak,F,1989-12-09,51132
10728,1958-11-17,Ugo,Maliniak,F,1989-12-09,54609
10728,1958-11-17,Ugo,Maliniak,F,1989-12-09,57039
10728,1958-11-17,Ugo,Maliniak,F,1989-12-09,57498
10729,1961-05-24,Percy,Lorho,F,1986-04-20,50480
10729,1961-05-24,Percy,Lorho,F,1986-04-20,52439
10729,1961-05-24,Percy,Lorho,F,1986-04-20,55104
10729,1961-05-24,Percy,Lorho,F,1986-04-20,55882
10729,1961-05-24,Percy,Lorho,F,1986-04-20,56755
10732,1962-04-22,Morris,Andreotta,F,1991-03-10,50819
10732,1962-04-22,Morris,Andreotta,F,1991-03-10,53625
10732,1962-04-22,Morris,Andreotta,F,1991-03-10,56738
10733,1962-04-06,Sangeeta,Rodham,F,1996-02-20,51067
10733,1962-04-06,Sangeeta,Rodham,F,1996-02-20,53465
10733,1962-04-06,Sangeeta,Rodham,F,1996-02-20,55421
10733,1962-04-06,Sangeeta,Rodham,F,1996-02-20,59497
10733,1962-04-06,Sangeeta,Rodham,F,1996-02-20,59958
10734,1954-07-06,Sachar,Erdi,M,1985-04-03,52866
10734,1954-07-06,Sachar,Erdi,M,1985-04-03,54435
10734,1954-07-06,Sachar,Erdi,M,1985-04-03,58321
10735,1964-09-12,Morrie,Gewali,M,1985-10-29,50596
10735,1964-09-12,Morrie,Gewali,M,1985-10-29,51390
10735,1964-09-12,Morrie,Gewali,M,1985-10-29,53884
10735,1964-09-12,Morrie,Gewali,M,1985-10-29,54448
10735,1964-09-12,Morrie,Gewali,M,1985-10-29,56737
10735,1964-09-12,Morrie,Gewali,M,1985-10-29,59433
10736,1962-07-09,Gurbir,Hellwagner,F,1991-09-26,52227
10736,1962-07-09,Gurbir,Hellwagner,F,1991-09-26,53690
10736,1962-07-09,Gurbir,Hellwagner,F,1991-09-26,53606
10736,1962-07-09,Gurbir,Hellwagner,F,1991-09-26,55873
10738,1963-10-08,Rosita,Oppitz,M,1988-01-17,53510
10738,1963-10-08,Rosita,Oppitz,M,1988-01-17,54376
